username,positive_percentage,neutral_percentage,negative_percentage,sentiment_score,dominant_sentiment
dianehoffmaster,39.16,27.27,33.57,52.8,Neutral 😐
diario_vegano,33.75,29.34,36.91,48.42,Neutral 😐
dicadaka,35.01,30.23,34.77,50.12,Neutral 😐
diegomasseroni,35.35,29.29,35.35,50.0,Neutral 😐
diegopassoni,35.6,28.07,36.33,49.63,Neutral 😐
diesnaloomans,36.7,28.67,34.63,51.04,Neutral 😐
digestjinsjournal,36.04,28.47,35.49,50.28,Neutral 😐
diipakhosla,34.51,30.39,35.11,49.7,Neutral 😐
dillon_ivory,33.92,31.47,34.61,49.66,Neutral 😐
dinadenoire,33.83,30.42,35.75,49.04,Neutral 😐
dinavredina,35.71,30.26,34.02,50.85,Neutral 😐
dinealofficial_ig,37.04,23.46,39.51,48.77,Neutral 😐
dineoutdiaries,35.67,30.61,33.72,50.98,Neutral 😐
directhbs,35.29,35.29,29.41,52.94,Neutral 😐
dirty_closet,33.74,31.08,35.18,49.28,Neutral 😐
disciules,34.62,30.77,34.62,50.0,Neutral 😐
discoverdublin,33.91,30.17,35.92,49.0,Neutral 😐
discoveringnatural,35.48,29.34,35.19,50.15,Neutral 😐
disneycartoys,34.94,29.14,35.93,49.5,Neutral 😐
disperatamente_ale,35.79,29.46,34.75,50.52,Neutral 😐
distinguisheddiva,38.64,21.59,39.77,49.43,Neutral 😐
divinedotca,36.46,31.25,32.29,52.08,Neutral 😐
divinelifestyleblog,34.92,30.81,34.27,50.33,Neutral 😐
divinomariana,39.13,26.09,34.78,52.17,Neutral 😐
diynige,43.18,22.73,34.09,54.55,Neutral 😐
diythrill,36.36,27.27,36.36,50.0,Neutral 😐
djanaimichele,35.92,29.13,34.95,50.49,Neutral 😐
djarich,33.33,25.93,40.74,46.3,Neutral 😐
djegolive,35.67,29.66,34.67,50.5,Neutral 😐
djezone,37.1,24.19,38.71,49.19,Neutral 😐
djmillie,35.51,29.38,35.11,50.2,Neutral 😐
djtyboogie1,37.08,28.9,34.02,51.53,Neutral 😐
dlolo,34.64,30.75,34.61,50.02,Neutral 😐
dog_days_of_owen,37.08,28.09,34.83,51.12,Neutral 😐
dollysimonetti,37.98,27.4,34.62,51.68,Neutral 😐
domi_paul,35.22,30.59,34.19,50.51,Neutral 😐
dominik_poreba,34.28,30.59,35.13,49.58,Neutral 😐
dominiquenugent89,34.56,28.46,36.98,48.79,Neutral 😐
dompfan,34.21,34.21,31.58,51.32,Neutral 😐
donjaididit,39.25,26.17,34.58,52.34,Neutral 😐
donnarpollard,37.5,25.0,37.5,50.0,Neutral 😐
donnstewart,34.98,30.62,34.39,50.29,Neutral 😐
dont___miss_the_shot__,34.72,29.17,36.11,49.31,Neutral 😐
dopensteez,67.57,21.0,11.43,78.07,Positive 😄
dormistv,33.33,25.0,41.67,45.83,Neutral 😐
dorothypetzold,31.91,34.75,33.33,49.29,Neutral 😐
dotandpop,33.23,32.59,34.19,49.52,Neutral 😐
dotraveler,35.83,25.83,38.33,48.75,Neutral 😐
dotscafe,33.33,33.33,33.33,50.0,Neutral 😐
dougandhudson,34.15,29.27,36.59,48.78,Neutral 😐
dqfamilytravel,36.84,26.84,36.32,50.26,Neutral 😐
dradevsfood,34.23,31.46,34.31,49.96,Neutral 😐
draganmathieu,35.48,29.03,35.48,50.0,Neutral 😐
dragonballinsider,35.76,27.81,36.42,49.67,Neutral 😐
dragrace_facts,35.9,33.33,30.77,52.56,Neutral 😐
dramatiq00,28.57,37.14,34.29,47.14,Neutral 😐
drankmills,34.48,31.03,34.48,50.0,Neutral 😐
drcolleenreichmann,37.27,27.27,35.45,50.91,Neutral 😐
dressesandcakes,37.39,26.96,35.65,50.87,Neutral 😐
drewraytanner,35.59,29.16,35.25,50.17,Neutral 😐
duckleary,33.33,33.33,33.33,50.0,Neutral 😐
duffgoldman,35.4,29.81,34.79,50.31,Neutral 😐
duluthloveslocal,40.0,20.0,40.0,50.0,Neutral 😐
dupethat,35.93,29.86,34.21,50.86,Neutral 😐
dustinkahia,32.66,31.45,35.89,48.39,Neutral 😐
e_gallo_,,,,0.0,Neutral 😐
eamadori_,34.07,32.22,33.71,50.18,Neutral 😐
eastcoasterlifestyle,34.67,30.71,34.62,50.02,Neutral 😐
eastcoastfox,36.1,28.83,35.07,50.51,Neutral 😐
eatfamous,35.19,28.96,35.85,49.67,Neutral 😐
eatpaleta,33.33,33.33,33.33,50.0,Neutral 😐
eatzandcookzmsp,34.13,30.16,35.71,49.21,Neutral 😐
eaziedoesit,40.91,18.18,40.91,50.0,Neutral 😐
ebertlaura,33.33,33.33,33.33,50.0,Neutral 😐
ebonylondon,35.14,29.92,34.95,50.09,Neutral 😐
ebonyswank,33.53,31.06,35.4,49.06,Neutral 😐
eburnsprepjerks,35.05,29.66,35.29,49.88,Neutral 😐
ectomorphuss,38.33,25.0,36.67,50.83,Neutral 😐
eddiefortuna,33.54,29.15,37.3,48.12,Neutral 😐
edgarraw,35.96,29.06,34.98,50.49,Neutral 😐
edhiecolucci,35.0,29.47,35.53,49.74,Neutral 😐
editionemmagrace,34.59,30.22,35.19,49.7,Neutral 😐
editorinbeard,34.86,30.45,34.69,50.08,Neutral 😐
edmaughan,30.77,30.77,38.46,46.15,Neutral 😐
edwardmaalihan,35.2,29.2,35.6,49.8,Neutral 😐
edwinhonoret,34.66,29.4,35.93,49.37,Neutral 😐
eeaagle,36.0,28.0,36.0,50.0,Neutral 😐
eel_merchant,34.58,29.17,36.25,49.17,Neutral 😐
eelevatedd,,,,0.0,Neutral 😐
effiediamantonis,34.56,30.49,34.94,49.81,Neutral 😐
effyoutravis,,,,0.0,Neutral 😐
eglegraziani,35.38,29.25,35.38,50.0,Neutral 😐
eielillestrom,33.33,33.33,33.33,50.0,Neutral 😐
eileen_can,34.11,29.56,36.33,48.89,Neutral 😐
ekredd,34.97,30.08,34.95,50.01,Neutral 😐
elainieo__,35.68,30.6,33.72,50.98,Neutral 😐
eldiariodelidylau,34.55,32.45,33.01,50.77,Neutral 😐
ele_leo13,35.66,29.46,34.88,50.39,Neutral 😐
electricwellness,34.5,30.67,34.82,49.84,Neutral 😐
elenaktm11,36.54,28.85,34.62,50.96,Neutral 😐
eleonora_pellini,34.59,30.08,35.34,49.62,Neutral 😐
eleonorabrunaccidivaio,34.28,30.52,35.2,49.54,Neutral 😐
eli_and_fabi_on_the_road,36.0,32.0,32.0,52.0,Neutral 😐
elianatardio,35.71,27.14,37.14,49.29,Neutral 😐
elielbuenob,,,,0.0,Neutral 😐
eliengrosemans,34.49,30.46,35.05,49.72,Neutral 😐
eligiamartins,35.48,32.26,32.26,51.61,Neutral 😐
eliisaras,40.0,20.0,40.0,50.0,Neutral 😐
elinacasellofficial,36.41,32.61,30.98,52.72,Neutral 😐
elisabethontheroad,34.53,29.81,35.66,49.44,Neutral 😐
elisabethresch,37.41,26.62,35.97,50.72,Neutral 😐
elisabetta_pistoni,35.06,29.77,35.16,49.95,Neutral 😐
elisalunell,33.96,31.15,34.89,49.53,Neutral 😐
elisasamaral,34.78,28.5,36.71,49.03,Neutral 😐
elitizadosdows_,33.33,33.33,33.33,50.0,Neutral 😐
ellaa_bellaa,35.05,32.29,32.67,51.19,Neutral 😐
ellastarbuck,36.0,28.0,36.0,50.0,Neutral 😐
ellebaness,34.91,32.11,32.97,50.97,Neutral 😐
ellebelgique,33.77,30.3,35.93,48.92,Neutral 😐
ellekuppe,36.05,28.49,35.47,50.29,Neutral 😐
ellelouisa14,27.27,36.36,36.36,45.45,Neutral 😐
ellenkiisk_mua,33.33,30.77,35.9,48.72,Neutral 😐
ellicekathrine,34.15,29.27,36.59,48.78,Neutral 😐
elliemaeford,,,,0.0,Neutral 😐
ellyviolet,35.97,28.55,35.47,50.25,Neutral 😐
elmakias,34.48,31.03,34.48,50.0,Neutral 😐
elodieromy,36.0,32.0,32.0,52.0,Neutral 😐
elorabee,35.64,30.75,33.6,51.02,Neutral 😐
elsaasiah,35.14,28.38,36.49,49.32,Neutral 😐
else_brttngr,40.62,21.88,37.5,51.56,Neutral 😐
elvisduranshow,35.05,30.46,34.49,50.28,Neutral 😐
embracing_chaos,34.32,30.83,34.85,49.74,Neutral 😐
emileroymtl,36.59,29.05,34.36,51.12,Neutral 😐
emiliadeporet,35.93,28.27,35.8,50.06,Neutral 😐
emiliajmusic,31.58,34.21,34.21,48.68,Neutral 😐
emiliatuukkanen,35.06,33.77,31.17,51.95,Neutral 😐
emiliocuevas15,37.5,29.17,33.33,52.08,Neutral 😐
emily_luciano,34.88,29.58,35.54,49.67,Neutral 😐
emilyclairebear,34.64,29.79,35.57,49.54,Neutral 😐
emilygierti,36.28,28.32,35.4,50.44,Neutral 😐
emilyjayneellis,34.04,29.79,36.17,48.94,Neutral 😐
emilyrogs,35.39,29.64,34.97,50.21,Neutral 😐
emiwestside,25.0,25.0,50.0,37.5,Neutral 😐
emma_jane1392,34.45,30.54,35.01,49.72,Neutral 😐
emmafortin14,35.92,29.9,34.17,50.87,Neutral 😐
emmamain,30.0,30.0,40.0,45.0,Neutral 😐
emmarosestyle,34.99,29.53,35.48,49.76,Neutral 😐
emmavictoriastokes,36.0,26.0,38.0,49.0,Neutral 😐
emmiillyy,35.04,29.03,35.93,49.55,Neutral 😐
emmynyberg,38.1,28.57,33.33,52.38,Neutral 😐
emmywildwoodmusic,35.78,25.98,38.24,48.77,Neutral 😐
ems_button,34.93,30.05,35.02,49.95,Neutral 😐
endlysseats,34.64,31.02,34.33,50.16,Neutral 😐
endoxist,34.28,30.14,35.58,49.35,Neutral 😐
engelvolkersnyc,33.33,20.0,46.67,43.33,Neutral 😐
engineermommyblog,35.06,29.28,35.66,49.7,Neutral 😐
enicoreblimey,35.67,28.5,35.83,49.92,Neutral 😐
enjoyeverybiteofit,36.59,26.83,36.59,50.0,Neutral 😐
entrelabialesypigmentos,35.18,30.4,34.42,50.38,Neutral 😐
eonlineau,37.5,25.0,37.5,50.0,Neutral 😐
erica_gio,50.0,0.0,50.0,50.0,Neutral 😐
ericaagran,33.5,29.6,36.9,48.3,Neutral 😐
ericaonfashion,35.21,29.84,34.95,50.13,Neutral 😐
erickdent,35.51,30.08,34.41,50.55,Neutral 😐
erika_herbert,33.33,22.22,44.44,44.44,Neutral 😐
erika_hoval,36.49,29.73,33.78,51.35,Neutral 😐
erikabarbato,35.32,29.59,35.09,50.11,Neutral 😐
erikarbn,33.78,30.82,35.4,49.19,Neutral 😐
erinziering,34.62,30.22,35.16,49.73,Neutral 😐
eristheplanet,36.6,26.35,37.05,49.78,Neutral 😐
erques_torres,33.33,29.17,37.5,47.92,Neutral 😐
erynkrouse,33.68,31.76,34.56,49.56,Neutral 😐
escuderocelyne,35.8,29.03,35.17,50.31,Neutral 😐
esmeejoanna,34.54,30.75,34.71,49.92,Neutral 😐
esmeeness,33.33,32.32,34.34,49.49,Neutral 😐
espeditodemaria,37.14,25.71,37.14,50.0,Neutral 😐
esq_fashionista,36.75,27.78,35.47,50.64,Neutral 😐
esquireinlove,33.91,28.74,37.36,48.28,Neutral 😐
estellevandenelst,38.1,30.0,31.9,53.1,Neutral 😐
estherjunelife,34.43,30.19,35.39,49.52,Neutral 😐
estheronivenis,36.43,29.07,34.5,50.97,Neutral 😐
estrellafashionreport,35.52,29.12,35.36,50.08,Neutral 😐
etceteramodus,34.87,30.31,34.82,50.03,Neutral 😐
etienneboulay22,36.71,26.23,37.06,49.82,Neutral 😐
ettisi,35.56,29.27,35.18,50.19,Neutral 😐
euingridroberta,35.24,28.84,35.91,49.66,Neutral 😐
eupedroguerra,35.85,26.42,37.74,49.06,Neutral 😐
eutodemake,34.8,30.21,34.99,49.9,Neutral 😐
evaride,36.76,26.47,36.76,50.0,Neutral 😐
evayogini,34.03,31.25,34.72,49.65,Neutral 😐
eventsbychristina,,,,0.0,Neutral 😐
everafterinthewoods,34.99,29.9,35.12,49.93,Neutral 😐
everafterpress,36.04,30.11,33.85,51.1,Neutral 😐
evertonri,33.65,31.67,34.69,49.48,Neutral 😐
everyday_eve_,34.62,29.89,35.48,49.57,Neutral 😐
everydayshortcuts,36.43,29.27,34.29,51.07,Neutral 😐
evie_annie,34.83,30.3,34.87,49.98,Neutral 😐
exclusiveandprivateceo,30.61,32.65,36.73,46.94,Neutral 😐
exerciseandtravel_with_em,34.21,31.58,34.21,50.0,Neutral 😐
existenceisresistance,33.33,33.33,33.33,50.0,Neutral 😐
exotiktraveler,36.19,27.48,36.34,49.92,Neutral 😐
expertvagabond,34.97,30.27,34.76,50.11,Neutral 😐
explorewithkate,33.33,33.68,32.98,50.18,Neutral 😐
exploringlondon,35.0,29.9,35.09,49.96,Neutral 😐
extensionbarla,35.84,30.06,34.1,50.87,Neutral 😐
extremeperformance1,50.0,0.0,50.0,50.0,Neutral 😐
eyelive4beauty,35.21,29.42,35.37,49.92,Neutral 😐
eyesiteopticians,44.0,16.0,40.0,52.0,Neutral 😐
eyesontalents,66.67,0.0,33.33,66.67,Positive 😄
eylemwho,35.26,29.62,35.13,50.07,Neutral 😐
ezpzmealz,36.59,28.95,34.46,51.07,Neutral 😐
ezrashipin,40.0,25.0,35.0,52.5,Neutral 😐
fabiandoerig,36.07,29.91,34.02,51.03,Neutral 😐
facesbyaimee,36.05,28.08,35.86,50.09,Neutral 😐
faith_hope_love_and_luck,33.33,33.33,33.33,50.0,Neutral 😐
faithfullyshannan,35.24,29.66,35.1,50.07,Neutral 😐
falabibiela,34.37,31.83,33.8,50.28,Neutral 😐
falconbeauty,35.2,29.59,35.2,50.0,Neutral 😐
familiesgo,,,,0.0,Neutral 😐
familyvacationsus,31.71,30.49,37.8,46.95,Neutral 😐
famousashleygrant,38.24,25.0,36.76,50.74,Neutral 😐
farahpromakeup,35.14,29.19,35.67,49.74,Neutral 😐
fashaddicti,32.42,31.94,35.64,48.39,Neutral 😐
fashcham,34.88,28.35,36.77,49.05,Neutral 😐
fashion_istars,,,,0.0,Neutral 😐
fashionablefit,34.28,30.97,34.75,49.76,Neutral 😐
fashionablyjess,35.24,29.28,35.49,49.87,Neutral 😐
fashionfootprint,34.06,29.68,36.26,48.9,Neutral 😐
fashionlivestwice,32.69,32.69,34.62,49.04,Neutral 😐
fashionlyso,35.63,29.9,34.46,50.58,Neutral 😐
fashionsetusfree,34.49,31.01,34.49,50.0,Neutral 😐
fashionslogger,35.37,29.27,35.37,50.0,Neutral 😐
father_of_djordje,35.77,29.21,35.02,50.37,Neutral 😐
faustisland,35.09,29.98,34.93,50.08,Neutral 😐
fayjoenoes,34.6,30.48,34.92,49.84,Neutral 😐
feastfashionfaves,40.0,28.0,32.0,54.0,Neutral 😐
feastoronto,34.78,30.43,34.78,50.0,Neutral 😐
featheringmynest,31.78,31.03,37.19,47.3,Neutral 😐
featuring_recreations,36.73,30.61,32.65,52.04,Neutral 😐
feelsformeals,35.35,30.3,34.34,50.51,Neutral 😐
feistyfoodie,80.0,13.33,6.67,86.67,Positive 😄
feknits,36.46,28.12,35.42,50.52,Neutral 😐
feliciaasellman,37.18,26.92,35.9,50.64,Neutral 😐
fellybee,35.28,29.98,34.74,50.27,Neutral 😐
femme_fae,35.29,29.9,34.8,50.25,Neutral 😐
fengyilu,34.58,30.39,35.04,49.77,Neutral 😐
ferjabur_,36.95,26.98,36.07,50.44,Neutral 😐
fernandovsa,35.15,29.97,34.88,50.14,Neutral 😐
ferns_francois,36.3,27.4,36.3,50.0,Neutral 😐
fernwhelan,36.0,24.0,40.0,48.0,Neutral 😐
fierstykiersty,40.0,20.0,40.0,50.0,Neutral 😐
figgindelicious,35.08,30.02,34.9,50.09,Neutral 😐
findingpaola,35.35,30.12,34.53,50.41,Neutral 😐
fionarrative,32.0,32.0,36.0,48.0,Neutral 😐
firstthymemom,35.15,29.31,35.54,49.81,Neutral 😐
fitashionn,34.74,30.73,34.53,50.11,Neutral 😐
fitavocado,34.67,30.19,35.14,49.77,Neutral 😐
fitchick_nextdoor,34.91,30.0,35.09,49.91,Neutral 😐
fitelyse,34.68,33.84,31.48,51.6,Neutral 😐
fitgolfergirl,34.67,29.65,35.68,49.49,Neutral 😐
fitmama__perry,31.58,31.58,36.84,47.37,Neutral 😐
fivelittledoves,36.3,29.0,34.7,50.8,Neutral 😐
flabgee,36.31,25.94,37.75,49.28,Neutral 😐
flagstaffmoms,37.5,28.75,33.75,51.88,Neutral 😐
flamboyant_touches,35.9,28.94,35.16,50.37,Neutral 😐
flatshanlon,35.09,28.95,35.96,49.56,Neutral 😐
flick_domnulrima,34.08,28.7,37.22,48.43,Neutral 😐
flobonneschoses,37.7,27.23,35.08,51.31,Neutral 😐
flodqvistlouise,31.85,31.85,36.3,47.78,Neutral 😐
floriane_aguera,36.51,26.98,36.51,50.0,Neutral 😐
floryros,35.82,28.36,35.82,50.0,Neutral 😐
flutter_lash,35.14,29.73,35.14,50.0,Neutral 😐
flygrids,34.16,30.91,34.93,49.61,Neutral 😐
fncmzz,,,,0.0,Neutral 😐
fodmap_friendly_eating,34.21,31.58,34.21,50.0,Neutral 😐
foldedpagesdistillery,35.31,29.64,35.05,50.13,Neutral 😐
followingtherivera,35.21,29.25,35.54,49.84,Neutral 😐
followteamjsa,,,,0.0,Neutral 😐
followthefork_,37.5,27.5,35.0,51.25,Neutral 😐
foodergogram_,36.21,29.53,34.26,50.97,Neutral 😐
foodieadam,36.54,29.57,33.89,51.33,Neutral 😐
foodiemelbourne,35.56,29.75,34.69,50.44,Neutral 😐
foodlabbyben,42.86,28.57,28.57,57.14,Neutral 😐
foodnfocus,35.93,28.57,35.5,50.22,Neutral 😐
forevergreenmom,37.74,28.3,33.96,51.89,Neutral 😐
forkandflower,32.92,31.06,36.02,48.45,Neutral 😐
forksake,35.89,29.27,34.84,50.52,Neutral 😐
fortheloveoffoodandlife,35.66,29.9,34.44,50.61,Neutral 😐
fortnitedaily__,38.89,22.22,38.89,50.0,Neutral 😐
foundsomepaper,39.39,24.24,36.36,51.52,Neutral 😐
fouraway,36.14,28.45,35.41,50.36,Neutral 😐
foxsunn,37.23,30.85,31.91,52.66,Neutral 😐
foxvalleyfoodie,36.84,27.53,35.63,50.61,Neutral 😐
frabjous_existence,34.79,30.96,34.25,50.27,Neutral 😐
francesca,35.41,28.9,35.7,49.86,Neutral 😐
francescafitnessfreak,34.84,29.64,35.52,49.66,Neutral 😐
francescafrr,35.71,30.0,34.29,50.71,Neutral 😐
francescasugarart,,,,0.0,Neutral 😐
francescatamburini,37.8,25.05,37.15,50.32,Neutral 😐
francyrossii,34.94,31.33,33.73,50.6,Neutral 😐
franks_dj,34.48,31.03,34.48,50.0,Neutral 😐
fravaganza,34.37,31.27,34.37,50.0,Neutral 😐
fredbaierjr,34.58,28.33,37.08,48.75,Neutral 😐
fredlove,35.39,29.49,35.11,50.14,Neutral 😐
freetorunblog,34.09,34.09,31.82,51.14,Neutral 😐
freimonica,37.04,27.78,35.19,50.93,Neutral 😐
frejarasmussen,33.33,33.33,33.33,50.0,Neutral 😐
frenchkissxx,38.71,27.96,33.33,52.69,Neutral 😐
freshprinceofhealthcare,35.24,31.43,33.33,50.95,Neutral 😐
fridaengelstad,42.86,28.57,28.57,57.14,Neutral 😐
frizzydesi,33.81,30.72,35.46,49.18,Neutral 😐
frogtornado,37.35,26.1,36.55,50.4,Neutral 😐
fromevijawithlove,36.33,28.06,35.61,50.36,Neutral 😐
fromharrison,35.5,30.15,34.36,50.57,Neutral 😐
fromluxewithlove,35.56,30.24,34.21,50.68,Neutral 😐
fromtheheelsup,34.72,30.77,34.51,50.11,Neutral 😐
frugalflirtynfab,50.0,25.0,25.0,62.5,Positive 😄
frugalnavywife,44.44,22.22,33.33,55.56,Neutral 😐
fujifilm_accessories,,,,0.0,Neutral 😐
funcitystuffdfw,32.0,36.0,32.0,50.0,Neutral 😐
funsize_to_fitthighs,38.71,22.58,38.71,50.0,Neutral 😐
g9dagoddess,36.36,29.09,34.55,50.91,Neutral 😐
gabrielaquinones,35.11,29.05,35.85,49.63,Neutral 😐
gabriellecroix,36.7,27.52,35.78,50.46,Neutral 😐
gabrielzamora,34.99,29.9,35.11,49.94,Neutral 😐
gabygabs99,,,,0.0,Neutral 😐
gailsrails,34.92,29.49,35.59,49.66,Neutral 😐
gallacherkirsty,35.63,29.16,35.21,50.21,Neutral 😐
galwaycityphotographs,41.67,25.0,33.33,54.17,Neutral 😐
galwayplayer,38.86,25.14,36.0,51.43,Neutral 😐
ganucci,34.26,31.09,34.64,49.81,Neutral 😐
garyglitter33,34.82,30.8,34.38,50.22,Neutral 😐
gascabana,,,,0.0,Neutral 😐
gatinionline,,,,0.0,Neutral 😐
gavinturek,36.73,28.04,35.23,50.75,Neutral 😐
geee_xoxo,35.26,29.91,34.83,50.21,Neutral 😐
geestargames,32.0,32.0,36.0,48.0,Neutral 😐
gefficiel,35.43,30.13,34.44,50.49,Neutral 😐
gehrigjohnsonfitness,35.34,28.57,36.09,49.62,Neutral 😐
gem_duck,31.48,31.8,36.72,47.38,Neutral 😐
gemmamr,35.04,29.14,35.82,49.61,Neutral 😐
gemsgm,37.93,27.59,34.48,51.72,Neutral 😐
georgiefabien,35.65,29.96,34.39,50.63,Neutral 😐
geraldine_kemper,36.4,29.16,34.44,50.98,Neutral 😐
germaine_dn,37.5,26.25,36.25,50.62,Neutral 😐
gessiimicalizzi,34.92,30.5,34.57,50.18,Neutral 😐
giadacarrara,35.16,27.6,37.24,48.96,Neutral 😐
gianluigibuffon,34.63,29.82,35.55,49.54,Neutral 😐
gigieats,35.67,29.49,34.83,50.42,Neutral 😐
gillianjacobs,35.14,30.01,34.86,50.14,Neutral 😐
ginabarilla,34.23,30.02,35.76,49.24,Neutral 😐
ginagrad,35.09,29.06,35.85,49.62,Neutral 😐
ginkandgasoline,33.33,33.33,33.33,50.0,Neutral 😐
giochidizucchero,32.76,29.31,37.93,47.41,Neutral 😐
gioleocadia,35.27,27.39,37.34,48.96,Neutral 😐
giovannacarmesini,36.88,26.24,36.88,50.0,Neutral 😐
giovannaquercia,34.22,30.54,35.23,49.49,Neutral 😐
girlisart,34.57,31.32,34.11,50.23,Neutral 😐
girlmomrachel,33.33,33.33,33.33,50.0,Neutral 😐
girlymoon__,35.43,29.6,34.97,50.23,Neutral 😐
giulia_watson,36.3,28.11,35.59,50.36,Neutral 😐
giuliasjourney,34.88,29.78,35.33,49.77,Neutral 😐
givemeallthepretties,35.8,27.91,36.29,49.75,Neutral 😐
glamadrian,36.36,27.27,36.36,50.0,Neutral 😐
glamourattic,33.33,22.22,44.44,44.44,Neutral 😐
glamourlovexoxo,36.29,28.11,35.61,50.34,Neutral 😐
glamseasons,35.75,28.74,35.52,50.11,Neutral 😐
gleeoflife1,35.29,29.41,35.29,50.0,Neutral 😐
glendasagenda,40.74,24.07,35.19,52.78,Neutral 😐
gletayy,28.57,42.86,28.57,50.0,Neutral 😐
globalmouse,34.86,29.61,35.53,49.67,Neutral 😐
globalpathfinders,38.52,26.07,35.41,51.56,Neutral 😐
globetravelpix,35.76,29.76,34.48,50.64,Neutral 😐
globetrottinggrommets,34.98,30.07,34.95,50.01,Neutral 😐
gnomichi,33.98,30.33,35.69,49.15,Neutral 😐
godachka,34.73,29.72,35.55,49.59,Neutral 😐
goesgreatwithboutique,,,,0.0,Neutral 😐
gohope_blog,34.82,31.19,33.98,50.42,Neutral 😐
gokican,33.65,29.52,36.83,48.41,Neutral 😐
goldenjays,33.72,30.23,36.05,48.84,Neutral 😐
goldismyneutral,35.28,29.47,35.25,50.01,Neutral 😐
gonoodle,34.78,30.43,34.78,50.0,Neutral 😐
good_luck2016,,,,0.0,Neutral 😐
goodfoodtoronto,35.69,30.17,34.14,50.78,Neutral 😐
gossiphub9ja,50.0,0.0,50.0,50.0,Neutral 😐
gossipingheifers,,,,0.0,Neutral 😐
gr1fn,35.3,29.34,35.36,49.97,Neutral 😐
grace_aragon,37.61,28.44,33.94,51.83,Neutral 😐
gracefullyglamblog,34.83,30.03,35.15,49.84,Neutral 😐
gracehitchens,42.86,14.29,42.86,50.0,Neutral 😐
gracieaber,34.9,30.59,34.51,50.2,Neutral 😐
graciejlens,34.81,29.63,35.56,49.63,Neutral 😐
grandmatter_,41.67,16.67,41.67,50.0,Neutral 😐
grandriverwoodco,34.62,28.85,36.54,49.04,Neutral 😐
grantknoche,33.87,31.54,34.59,49.64,Neutral 😐
grasilee,36.21,29.31,34.48,50.86,Neutral 😐
greatlakeslocals,37.37,27.78,34.85,51.26,Neutral 😐
greciar,40.08,25.4,34.52,52.78,Neutral 😐
greeneclecticmama,35.01,30.05,34.94,50.04,Neutral 😐
greenranger14,35.47,29.63,34.9,50.28,Neutral 😐
gregnoire,34.82,30.3,34.88,49.97,Neutral 😐
gregorydava,35.2,30.04,34.75,50.22,Neutral 😐
gretamoncayo,38.71,32.26,29.03,54.84,Neutral 😐
griffonthecockapoo,34.73,30.73,34.54,50.1,Neutral 😐
grungytones,35.25,28.78,35.97,49.64,Neutral 😐
guidomilani,34.91,29.68,35.41,49.75,Neutral 😐
guitrestini,34.76,29.78,35.46,49.65,Neutral 😐
gustavommujica,37.14,25.71,37.14,50.0,Neutral 😐
gustaxgama,38.46,23.08,38.46,50.0,Neutral 😐
gusttavolimanaveiaoficial,34.55,30.84,34.61,49.97,Neutral 😐
guthita,38.0,24.0,38.0,50.0,Neutral 😐
guymusthave,36.97,26.6,36.44,50.27,Neutral 😐
gypsytan,34.85,30.01,35.14,49.86,Neutral 😐
habboosophie,34.79,30.72,34.49,50.15,Neutral 😐
hadizaoredegbe,32.16,34.5,33.33,49.42,Neutral 😐
hafsahdabiri,38.46,23.08,38.46,50.0,Neutral 😐
haidayusof,34.85,30.3,34.85,50.0,Neutral 😐
haidijakobsson,40.74,25.93,33.33,53.7,Neutral 😐
hailey_jessen,34.89,29.41,35.7,49.6,Neutral 😐
hairbyfranco,35.18,30.04,34.78,50.2,Neutral 😐
hairspirationbykylee,36.01,30.86,33.13,51.44,Neutral 😐
hairvideeos,33.94,31.18,34.88,49.53,Neutral 😐
haleyjordan12,35.15,28.45,36.4,49.37,Neutral 😐
haleylauren519,35.34,29.94,34.72,50.31,Neutral 😐
haleywlove,33.33,33.33,33.33,50.0,Neutral 😐
halfmermaid_rin,38.46,25.64,35.9,51.28,Neutral 😐
halfricanbeaute,34.84,29.66,35.5,49.67,Neutral 😐
halitrax,38.14,25.77,36.08,51.03,Neutral 😐
hamids__,35.28,29.11,35.62,49.83,Neutral 😐
hannadomit,35.26,26.84,37.89,48.68,Neutral 😐
hannahcrosby3,36.84,31.58,31.58,52.63,Neutral 😐
hannahrceniceros,34.51,30.84,34.65,49.93,Neutral 😐
hannesjocarter,35.56,30.34,34.11,50.73,Neutral 😐
hapatime,34.96,30.06,34.98,49.99,Neutral 😐
happyandhudson,33.33,16.67,50.0,41.67,Neutral 😐
hardeedesign,35.14,28.99,35.87,49.64,Neutral 😐
harmattanrain,25.0,25.0,50.0,37.5,Neutral 😐
haruka_nagakura,37.93,27.59,34.48,51.72,Neutral 😐
hasbro,35.32,30.73,33.94,50.69,Neutral 😐
hashtagpuertorico,30.2,33.56,36.24,46.98,Neutral 😐
hauteintexas,35.05,30.66,34.29,50.38,Neutral 😐
hayleyfromhome,36.36,29.55,34.09,51.14,Neutral 😐
hayleymalan,36.34,31.78,31.88,52.23,Neutral 😐
hctungesvik,34.68,33.06,32.26,51.21,Neutral 😐
healthy_fitmum,35.42,29.6,34.98,50.22,Neutral 😐
healthybalancedinspired,37.27,27.96,34.77,51.25,Neutral 😐
healthyhelper,34.38,29.08,36.53,48.92,Neutral 😐
healthylifebyjess,34.59,30.59,34.82,49.88,Neutral 😐
heatherbahorich,37.1,29.03,33.87,51.61,Neutral 😐
